0,0.00964859,0.304871
1,0.0296565,0.314571
2,0.0498354,0.322953
4,0.0896871,0.334085
6,0.130092,0.338842
9,0.190617,0.345086
14,0.290677,0.349796
21,0.432348,0.357485
30,0.618493,0.373324
43,0.885133,0.386863
62,1.26066,0.405679
88,1.79751,0.424413
125,2.55621,0.446245
176,3.61334,0.46864
248,5.11884,0.4994
346,7.23986,0.525472
485,10.22,0.539538
654,14.4284,0.541988
894,20.3786,0.553902
1167,28.7626,0.56369
1588,40.6088,0.564227
2226,57.317,0.575756
2679,80.9226,0.581672
3319,114.196,0.585837
4072,161.114,0.5887
5076,227.296,0.589313
6485,320.644,0.59125
8763,452.317,0.59891
11923,638.095,0.609287
16041,900.032,0.612708
