0,0.0127476,0.586769
1,0.0405669,0.587847
2,0.0662888,0.592944
3,0.0909378,0.592959
4,0.113678,0.598602
5,0.136244,0.612245
7,0.17824,0.641446
9,0.224938,0.641714
11,0.270538,0.647062
14,0.335057,0.649843
17,0.398128,0.656327
20,0.465435,0.672498
24,0.551638,0.683115
29,0.659979,0.693612
34,0.768735,0.6995
40,0.898403,0.717695
47,1.04185,0.73532
55,1.2099,0.746689
65,1.42011,0.752501
76,1.64879,0.754237
89,1.92524,0.75505
104,2.25073,0.75763
121,2.61014,0.773509
141,3.03326,0.779948
164,3.51418,0.789045
191,4.08032,0.80057
223,4.74342,0.809979
259,5.50141,0.812438
301,6.37902,0.814054
350,7.39862,0.814972
406,8.57907,0.816318
471,9.9346,0.816319
546,11.502,0.81632
633,13.3236,0.81632
732,15.4355,0.81632
847,17.8758,0.818476
980,20.6992,0.818477
1135,23.9793,0.818481
1314,27.769,0.818481
1521,32.1486,0.818485
1760,37.218,0.818486
2036,43.1023,0.81922
2353,49.9075,0.821346
2720,57.7757,0.821878
3141,66.8817,0.821883
3629,77.438,0.821964
4195,89.6563,0.821968
4847,103.783,0.821972
5605,120.142,0.823303
6480,139.066,0.824385
7480,160.962,0.825049
8635,186.315,0.826898
9984,215.657,0.831965
11533,249.619,0.83197
13326,288.923,0.831978
15402,334.41,0.831984
17802,387.042,0.831993
20553,447.965,0.832491
23736,518.46,0.836217
27404,600.01,0.836234
