0,0.00273292,0.421092
1,0.0144719,0.464983
2,0.0245718,0.474491
4,0.0444037,0.494891
7,0.0737724,0.50512
11,0.113174,0.516555
17,0.172016,0.549188
26,0.259819,0.574055
40,0.395931,0.62131
61,0.59831,0.632471
92,0.89847,0.670407
138,1.34439,0.737996
207,2.01444,0.760939
308,3.00873,0.79302
456,4.49522,0.808543
674,6.71076,0.827059
995,10.0079,0.836148
1463,14.9229,0.843716
2158,22.2554,0.850309
3190,33.19,0.852998
4772,49.4856,0.854219
7101,73.7821,0.856728
10603,109.997,0.858708
15937,163.986,0.859162
28252,244.469,0.860109
46782,364.449,0.859761
74480,543.313,0.860023
115655,809.955,0.860191
176849,1207.45,0.861187
263254,1800,0.861178
