0,0.0163634,0.695129
1,0.0431837,0.695129
2,0.0691097,0.695129
4,0.121323,0.704004
7,0.199534,0.716184
11,0.307867,0.719537
16,0.443377,0.725652
23,0.63731,0.73295
34,0.917402,0.742861
50,1.33401,0.757013
70,1.92937,0.763247
96,2.78079,0.770522
131,4.0142,0.770522
182,5.78141,0.770522
261,8.30024,0.776085
386,11.8976,0.786008
559,17.0299,0.802921
763,24.3961,0.808986
1048,34.9194,0.821205
1430,50.0109,0.826911
1933,71.6108,0.830286
2500,102.483,0.843409
3316,146.689,0.848021
4295,209.909,0.849733
5650,300.39,0.851825
7471,429.765,0.856389
10073,614.822,0.864757
14012,879.553,0.866659
19428,1258.28,0.874932
26688,1800.01,0.874932
