0,0.00273722,0.808652
1,0.0145513,0.6396
2,0.0248294,0.512899
4,0.0446163,0.444614
7,0.074119,0.41899
11,0.11322,0.316728
17,0.171683,0.273897
26,0.258785,0.230746
40,0.393257,0.186351
61,0.595769,0.12908
92,0.893508,0.0759654
138,1.33617,0.05081
207,1.99911,0.0280826
310,2.99134,0.0178967
462,4.46456,0.0114229
686,6.66283,0.00603829
1014,9.94827,0.00286648
1495,14.8468,0.00163251
2205,22.1487,0.0012909
3265,33.0389,0.00122581
4853,49.2874,0.000928583
8370,73.5166,0.00101764
13930,109.648,0.00106798
22201,163.538,0.00128295
34620,243.912,0.00136346
53114,363.786,0.00107126
80477,542.571,0.00124359
121349,809.218,0.00106072
182167,1206.9,0.00113462
273019,1800.01,0.000990377
